F2 | F2-PC-05 | HEARTBEAT OK
F1 | F1-CAM-03 | AUTH OK user=dev
F1 | F1-CAM-01 | ACCESS OK
F1 | F1-RECEPTION-01 | DNS OK
F2 | F2-WIFI | PACKETS RX 570
F1 | F1-KIOSK | AUTH OK user=admin
F3 | F3-PC-02 | LOGIN OK user=staff
F4 | F4-PC-03 | FILE READ
F4 | F4-DEV-01 | LOGIN FAIL user=guest
F4 | F4-BADGE | PACKETS TX 271
F3 | F3-PC-08 | FILE WRITE
F1 | F1-RECEPTION-02 | DEVICE IDLE
F3 | F3-PC-05 | FLOW NORMAL -> F4-PC-06
F1 | F1-CAM-02 | FILE WRITE
F5 | F5-FILE | ACCESS OK
F4 | F4-DEV-01 | FLOW NORMAL -> F5-HR
F2 | F2-PC-08 | LINK ACTIVE -> F3-PRINTER-02
F3 | F3-BADGE | FILE READ
F3 | F3-FILE-02 | AUTH OK user=guest
F2 | F2-PC-10 | DEVICE IDLE
F4 | F4-DEV-02 | LOGIN OK user=staff
F5 | F5-APP | DEVICE IDLE
F1 | F1-CAM-02 | SESSION ACTIVE
F2 | F2-PC-01 | DEVICE IDLE
F3 | F3-PRINTER-01 | DNS OK
F3 | F3-PC-05 | HEARTBEAT OK
F5 | F5-HR | LOGIN OK user=admin
F3 | F3-CLOUD | FLOW NORMAL -> F2-PC-02
F2 | F2-PRINTER-01 | FILE READ
F2 | F2-PRINTER-04 | FILE WRITE
F3 | F3-PC-07 | DNS OK
F4 | F4-PC-03 | FILE READ
F5 | F5-FINANCE | ACCESS OK
F3 | F3-PC-10 | FILE READ
F1 | F1-KIOSK | LOGIN OK user=dev
F1 | F1-RECEPTION-02 | LOGIN FAIL user=admin
F2 | F2-PC-01 | AUTH FAIL user=dev
F5 | F5-APP | AUTH OK user=reception
F5 | F5-FINANCE | DEVICE IDLE
F4 | F4-PC-03 | AUTH OK user=staff
F3 | F3-PC-09 | PACKETS RX 102
F3 | F3-FILE-03 | SESSION ACTIVE
F3 | F3-SWITCH | DNS OK
F2 | F2-PC-03 | FILE WRITE
F3 | F3-PC-09 | SESSION ACTIVE
F5 | F5-AUDIT | SYNC OK
F5 | F5-AUDIT | PACKETS TX 682
F5 | F5-BADGE | ACCESS OK
F4 | F4-SW-01 | LOGIN OK user=reception
F4 | F4-BADGE | FILE READ
F3 | F3-CLOUD | LINK ACTIVE -> F5-FINANCE
F1 | F1-RECEPTION-02 | DEVICE IDLE
F3 | F3-PRINTER-01 | PACKETS RX 746
F3 | F3-PC-07 | DNS OK
F3 | F3-FILE-03 | SYNC OK
F4 | F4-FILE-02 | LOGIN FAIL user=reception
F2 | F2-PC-04 | PACKETS TX 884
F4 | F4-DEV-02 | SESSION ACTIVE
F2 | F2-PC-09 | HEARTBEAT OK
F3 | F3-PC-08 | LINK ACTIVE -> F5-FILE
F4 | F4-DEV-01 | SYNC OK
F3 | F3-FILE-02 | AUTH FAIL user=admin
F3 | F3-BADGE | DEVICE IDLE
F4 | F4-CLOUD-02 | LOGIN OK user=guest
F1 | F1-CAM-03 | LINK ACTIVE -> F2-PC-05
F2 | F2-PC-06 | PACKETS TX 662
F3 | F3-PC-06 | LOGIN OK user=reception
F3 | F3-PC-03 | PACKETS RX 633
F3 | F3-PC-07 | SYNC OK
F2 | F2-BADGE | ACCESS OK
F5 | F5-CORE-SW | LOGIN FAIL user=staff
F2 | F2-PRINTER-03 | DEVICE IDLE
F4 | F4-PC-02 | LOGIN OK user=dev
F3 | F3-SWITCH | FILE READ
F3 | F3-PC-06 | AUTH FAIL user=staff
F3 | F3-SWITCH | ACCESS OK
F5 | F5-FILE | PACKETS RX 101
F4 | F4-PC-06 | PACKETS TX 900
F4 | F4-PC-03 | LOGIN OK user=staff
F3 | F3-CLOUD | FLOW NORMAL -> F3-PC-04
F2 | F2-PC-09 | DEVICE IDLE
F4 | F4-PC-03 | DEVICE IDLE
F1 | F1-RECEPTION-02 | DEVICE IDLE
F5 | F5-FILE | PACKETS RX 856
F5 | F5-FILE | DEVICE IDLE
F5 | F5-APP | AUTH FAIL user=reception
F4 | F4-DEV-01 | LINK ACTIVE -> F2-PC-10
F5 | F5-DOMAIN | ACCESS OK
F2 | F2-PC-06 | DNS OK
F4 | F4-DEV-02 | SESSION ACTIVE
F3 | F3-PC-04 | DNS OK
F3 | F3-FILE-02 | LOGIN OK user=guest
F3 | F3-FILE-02 | HEARTBEAT OK
F4 | F4-CLOUD-02 | AUTH FAIL user=admin
F4 | F4-DEV-01 | LOGIN OK user=guest
F3 | F3-PC-06 | LOGIN FAIL user=dev
F5 | F5-FILE | SYNC OK
F3 | F3-FILE-01 | AUTH FAIL user=dev
F4 | F4-BADGE | PACKETS TX 589
F3 | F3-SWITCH | LINK ACTIVE -> F5-AUDIT
F3 | F3-PC-01 | LOGIN FAIL user=admin
F4 | F4-PC-03 | FILE READ
F1 | F1-CAM-01 | AUTH FAIL user=reception
F1 | F1-BADGE | DNS OK
F4 | F4-PC-05 | AUTH FAIL user=guest
F2 | F2-BADGE | LOGIN OK user=admin
F1 | F1-BADGE | LINK ACTIVE -> F2-PC-04
F4 | F4-SW-01 | LINK ACTIVE -> F4-PC-05
F4 | F4-CLOUD-01 | ACCESS OK
F1 | F1-CAM-01 | LOGIN FAIL user=dev
F4 | F4-FILE-02 | SESSION ACTIVE
F5 | F5-DOMAIN | PACKETS TX 325
F2 | F2-PC-03 | FILE READ
F2 | F2-PC-10 | AUTH FAIL user=admin
F3 | F3-PC-04 | FILE WRITE
F4 | F4-SW-01 | FILE READ
F3 | F3-PC-05 | DEVICE IDLE
F2 | F2-WIFI | FILE WRITE
F5 | F5-FILE | SYNC OK
F4 | F4-PC-03 | DEVICE IDLE
F5 | F5-DOMAIN | FILE WRITE
F1 | F1-CAM-02 | LOGIN FAIL user=guest
F4 | F4-CLOUD-01 | FLOW NORMAL -> F2-PC-08
F5 | F5-CORE-SW | DNS OK
F3 | F3-PC-08 | AUTH OK user=staff
F3 | F3-PC-03 | DEVICE IDLE
F2 | F2-PC-04 | DNS OK
F1 | F1-KIOSK | AUTH OK user=admin
F2 | F2-SWITCH | LINK ACTIVE -> F4-CLOUD-02
F3 | F3-FILE-03 | SESSION ACTIVE
F5 | F5-HR | PACKETS RX 633
F3 | F3-PC-03 | FILE WRITE
F4 | F4-DEV-01 | SYNC OK
F3 | F3-CLOUD | LOGIN FAIL user=dev
F4 | F4-DEV-02 | LOGIN OK user=guest
F3 | F3-PC-08 | HEARTBEAT OK
F2 | F2-WIFI | HEARTBEAT OK
F1 | F1-CAM-03 | LOGIN OK user=staff
F4 | F4-PC-02 | FILE WRITE
F4 | F4-PC-02 | FLOW NORMAL -> F4-PC-05
F1 | F1-BADGE | SESSION ACTIVE
F3 | F3-SWITCH | SESSION ACTIVE
F4 | F4-DEV-03 | SYNC OK
F5 | F5-BADGE | ACCESS OK
F1 | F1-WIFI | FLOW NORMAL -> F5-APP
F5 | F5-AUDIT | FILE READ
F4 | F4-FILE-01 | AUTH FAIL user=guest
F2 | F2-PC-07 | FLOW NORMAL -> F2-WIFI
F2 | F2-PRINTER-02 | AUTH OK user=admin
F2 | F2-PRINTER-02 | PACKETS TX 891
F2 | F2-PRINTER-01 | FILE READ
F2 | F2-PC-01 | AUTH FAIL user=dev
F5 | F5-FILE | FLOW NORMAL -> F3-PRINTER-02
F3 | F3-FILE-03 | FILE READ
F3 | F3-CLOUD | LOGIN OK user=admin
F3 | F3-PC-08 | FILE READ
F4 | F4-PC-03 | DNS OK
F2 | F2-PRINTER-04 | DEVICE IDLE
F3 | F3-CLOUD | ACCESS OK
F3 | F3-PC-10 | AUTH OK user=guest
F5 | F5-AUDIT | AUTH FAIL user=dev
F3 | F3-SWITCH | AUTH OK user=staff
F4 | F4-PC-04 | LOGIN OK user=staff
F5 | F5-BACKUP | HEARTBEAT OK
F3 | F3-SWITCH | FLOW NORMAL -> F1-CAM-04
F3 | F3-BADGE | AUTH FAIL user=dev
F3 | F3-PC-01 | LOGIN OK user=reception
F5 | F5-BACKUP | PACKETS RX 803
F2 | F2-PC-03 | ACCESS OK
F5 | F5-HR | AUTH OK user=admin
F4 | F4-PC-04 | FLOW NORMAL -> F2-PRINTER-02
F1 | F1-BADGE | AUTH OK user=admin
F5 | F5-AUDIT | SYNC OK
F2 | F2-WIFI | SYNC OK
F3 | F3-PRINTER-01 | ACCESS OK
F1 | F1-CAM-04 | AUTH FAIL user=guest
F2 | F2-PRINTER-04 | LOGIN OK user=staff
F5 | F5-FIREWALL | DNS OK
F4 | F4-PC-05 | HEARTBEAT OK
F2 | F2-WIFI | HEARTBEAT OK
F5 | F5-BACKUP | LOGIN FAIL user=reception
F3 | F3-FILE-01 | LOGIN OK user=reception
F1 | F1-CAM-02 | HEARTBEAT OK
F4 | F4-DEV-03 | LOGIN FAIL user=reception
F2 | F2-PC-04 | SYNC OK
F4 | F4-CLOUD-02 | FILE READ
F2 | F2-PC-09 | DEVICE IDLE
F1 | F1-KIOSK | LOGIN FAIL user=reception
F5 | F5-FINANCE | AUTH OK user=reception
F2 | F2-PRINTER-04 | AUTH FAIL user=reception
F2 | F2-PC-09 | LINK ACTIVE -> F3-PC-10
F5 | F5-FIREWALL | FILE READ
F1 | F1-CAM-03 | PACKETS RX 109
F5 | F5-APP | FILE READ
F3 | F3-PC-02 | LINK ACTIVE -> F3-PC-02
F2 | F2-PRINTER-01 | FILE READ
F3 | F3-FILE-02 | PACKETS TX 818
F4 | F4-DEV-01 | ACCESS OK
F4 | F4-FILE-01 | LOGIN OK user=admin
F2 | F2-PC-04 | AUTH OK user=reception
F1 | F1-CAM-01 | PACKETS TX 739
F3 | F3-PC-03 | HEARTBEAT OK
F4 | F4-PC-05 | ACCESS OK
F1 | F1-CAM-01 | LOGIN FAIL user=guest
F3 | F3-PC-03 | PACKETS RX 137
F3 | F3-SWITCH | AUTH FAIL user=dev
F4 | F4-SW-02 | LINK ACTIVE -> F2-PC-06
F1 | F1-WIFI | DEVICE IDLE
F2 | F2-PC-03 | DNS OK
F4 | F4-PC-06 | FLOW NORMAL -> F4-PC-06
F4 | F4-CLOUD-02 | HEARTBEAT OK
F4 | F4-CLOUD-02 | ACCESS OK
F2 | F2-PRINTER-03 | AUTH FAIL user=admin
F3 | F3-PC-05 | AUTH OK user=dev
F3 | F3-PC-05 | FILE READ
F2 | F2-PC-08 | PACKETS TX 179
F4 | F4-DEV-01 | HEARTBEAT OK
F2 | F2-PC-08 | SESSION ACTIVE
F2 | F2-PC-05 | FILE WRITE
F1 | F1-BADGE | LOGIN OK user=admin
F3 | F3-PC-09 | HEARTBEAT OK
F2 | F2-PC-09 | SYNC OK
F2 | F2-WIFI | DEVICE IDLE
F5 | F5-FIREWALL | SYNC OK
F5 | F5-APP | PACKETS RX 200
F2 | F2-PC-01 | HEARTBEAT OK
F4 | F4-DEV-02 | DEVICE IDLE
F4 | F4-SW-02 | SYNC OK
F3 | F3-PRINTER-01 | AUTH OK user=reception
F3 | F3-FILE-03 | PACKETS TX 263
F4 | F4-PC-04 | DNS OK
F4 | F4-BADGE | AUTH FAIL user=guest
F2 | F2-PRINTER-01 | AUTH OK user=admin
F1 | F1-CAM-03 | AUTH OK user=staff
F5 | F5-FIREWALL | SYNC OK
F2 | F2-SWITCH | AUTH OK user=dev
F3 | F3-PRINTER-02 | DEVICE IDLE
F5 | F5-BACKUP | LOGIN FAIL user=dev
F1 | F1-RECEPTION-01 | SYNC OK
F3 | F3-SWITCH | LOGIN OK user=guest
F5 | F5-HR | LOGIN FAIL user=guest
F5 | F5-FILE | HEARTBEAT OK
F2 | F2-SWITCH | LINK ACTIVE -> F4-BADGE
F4 | F4-DEV-02 | LOGIN OK user=guest
F3 | F3-FILE-02 | AUTH OK user=staff
F3 | F3-PC-06 | FILE READ
F1 | F1-KIOSK | PACKETS TX 99
F4 | F4-PC-06 | ACCESS OK
F5 | F5-FIREWALL | SYNC OK
F3 | F3-PRINTER-01 | DNS OK
F3 | F3-PC-04 | LOGIN OK user=reception
F3 | F3-PC-07 | AUTH FAIL user=dev
F4 | F4-CLOUD-01 | FILE READ
F4 | F4-CLOUD-01 | LOGIN OK user=reception
F1 | F1-CAM-04 | HEARTBEAT OK
F4 | F4-PC-05 | ACCESS OK
F3 | F3-PC-02 | PACKETS RX 336
F4 | F4-CLOUD-01 | SYNC OK
F2 | F2-PC-01 | LOGIN FAIL user=staff
F1 | F1-CAM-02 | SYNC OK
F3 | F3-PC-02 | SESSION ACTIVE
F3 | F3-PC-07 | FILE WRITE
F4 | F4-SW-02 | PACKETS TX 777
F5 | F5-HR | ACCESS OK
F3 | F3-SWITCH | AUTH FAIL user=guest
F3 | F3-FILE-02 | ACCESS OK
F5 | F5-CORE-SW | LINK ACTIVE -> F3-FILE-02
F4 | F4-SW-01 | DNS OK
F2 | F2-PC-05 | AUTH OK user=admin
F4 | F4-PC-05 | HEARTBEAT OK
F3 | F3-SWITCH | PACKETS RX 170
F5 | F5-FINANCE | LINK ACTIVE -> F4-CLOUD-01
F4 | F4-PC-02 | PACKETS RX 826
F5 | F5-FINANCE | FILE WRITE
F2 | F2-PC-06 | AUTH FAIL user=guest
F1 | F1-CAM-03 | LOGIN FAIL user=dev
F5 | F5-BADGE | FILE READ
F3 | F3-FILE-03 | LOGIN OK user=admin
F3 | F3-FILE-01 | DEVICE IDLE
F4 | F4-DEV-03 | PACKETS TX 476
F2 | F2-PC-10 | LOGIN OK user=staff
F2 | F2-PRINTER-02 | FILE READ
F3 | F3-BADGE | PACKETS RX 523
F3 | F3-SWITCH | ACCESS OK
F1 | F1-BADGE | DNS OK
F1 | F1-RECEPTION-01 | ACCESS OK
F4 | F4-PC-04 | DEVICE IDLE
F4 | F4-DEV-03 | HEARTBEAT OK
F4 | F4-FILE-02 | FILE READ
F2 | F2-PRINTER-04 | FILE WRITE
F1 | F1-WIFI | DNS OK
F5 | F5-AUDIT | FLOW NORMAL -> F4-DEV-02
F5 | F5-BADGE | LINK ACTIVE -> F4-SW-01
F4 | F4-SW-01 | LOGIN OK user=reception
F4 | F4-PC-03 | LOGIN OK user=guest
F3 | F3-BADGE | FILE WRITE
F2 | F2-PC-09 | FILE READ
F3 | F3-PC-02 | LOGIN FAIL user=reception
F2 | F2-PRINTER-04 | LOGIN OK user=guest
F2 | F2-PC-01 | LINK ACTIVE -> F4-SW-01
F3 | F3-PC-04 | DEVICE IDLE
F2 | F2-PC-06 | FLOW NORMAL -> F4-DEV-03
F2 | F2-PRINTER-03 | SESSION ACTIVE
F1 | F1-CAM-01 | FILE WRITE
F5 | F5-FIREWALL | SESSION ACTIVE
F3 | F3-PC-10 | DNS OK
F2 | F2-PRINTER-01 | SYNC OK
F2 | F2-SWITCH | SYNC OK
F1 | F1-CAM-03 | FLOW NORMAL -> F3-PC-01
F3 | F3-PC-03 | ACCESS OK
F3 | F3-PC-09 | FILE READ
F1 | F1-RECEPTION-02 | FILE READ
F1 | F1-BADGE | FILE READ
F3 | F3-PC-07 | SYNC OK
F1 | F1-KIOSK | FILE READ
F4 | F4-BADGE | FLOW NORMAL -> F2-SWITCH
F3 | F3-SWITCH | LOGIN OK user=dev
F4 | F4-PC-06 | PACKETS TX 801
F2 | F2-PC-08 | PACKETS RX 96
F2 | F2-PC-08 | PACKETS TX 252
F5 | F5-FINANCE | LINK ACTIVE -> F1-CAM-01
F4 | F4-PC-04 | ACCESS OK
F3 | F3-PC-06 | PACKETS TX 298
F5 | F5-CORE-SW | LOGIN FAIL user=admin
F3 | F3-PC-05 | AUTH FAIL user=guest
F5 | F5-AUDIT | HEARTBEAT OK
F3 | F3-PC-06 | SESSION ACTIVE
F4 | F4-PC-02 | DEVICE IDLE
F3 | F3-FILE-03 | FLOW NORMAL -> F5-DOMAIN
F1 | F1-KIOSK | PACKETS TX 257
F4 | F4-SW-01 | FILE WRITE
F3 | F3-FILE-02 | FLOW NORMAL -> F4-PC-02
F3 | F3-PRINTER-02 | HEARTBEAT OK
F5 | F5-FINANCE | FILE WRITE
F5 | F5-DOMAIN | LOGIN OK user=dev
F4 | F4-PC-06 | HEARTBEAT OK
F2 | F2-PRINTER-04 | LINK ACTIVE -> F3-PC-03
F2 | F2-PC-07 | SESSION ACTIVE
F2 | F2-PC-06 | SYNC OK
F2 | F2-BADGE | LOGIN FAIL user=guest
F2 | F2-PC-02 | PACKETS TX 577
F4 | F4-DEV-01 | FILE WRITE
F3 | F3-BADGE | FLOW NORMAL -> F5-FIREWALL
F5 | F5-BADGE | LOGIN FAIL user=staff
F5 | F5-AUDIT | LOGIN FAIL user=staff
F2 | F2-BADGE | ACCESS OK
F2 | F2-PRINTER-01 | PACKETS RX 585
F4 | F4-PC-02 | FILE WRITE
F2 | F2-PRINTER-03 | AUTH FAIL user=reception
F4 | F4-PC-06 | PACKETS RX 311
F2 | F2-PC-05 | FILE WRITE
F1 | F1-RECEPTION-01 | SYNC OK
F2 | F2-SWITCH | SESSION ACTIVE
F5 | F5-FIREWALL | HEARTBEAT OK
F5 | F5-BADGE | HEARTBEAT OK
F1 | F1-RECEPTION-02 | PACKETS TX 84
F1 | F1-CAM-02 | SESSION ACTIVE
F5 | F5-DOMAIN | LOGIN FAIL user=admin
F3 | F3-SWITCH | AUTH OK user=staff
F1 | F1-RECEPTION-02 | FLOW NORMAL -> F2-PRINTER-01
F1 | F1-KIOSK | AUTH OK user=reception
F4 | F4-PC-02 | PACKETS RX 379
F3 | F3-PC-08 | AUTH OK user=reception
F3 | F3-PC-09 | LOGIN FAIL user=dev
F2 | F2-PC-08 | AUTH OK user=guest
F3 | F3-PC-08 | FILE READ
F4 | F4-DEV-03 | FLOW NORMAL -> F4-CLOUD-02
F3 | F3-CLOUD | HEARTBEAT OK
F2 | F2-PC-03 | DEVICE IDLE
F2 | F2-PRINTER-02 | FILE READ
F4 | F4-SW-02 | ACCESS OK
F3 | F3-PC-09 | SESSION ACTIVE
F1 | F1-CAM-03 | SYNC OK
F4 | F4-PC-06 | LINK ACTIVE -> F5-FINANCE
F5 | F5-CORE-SW | PACKETS TX 303
F5 | F5-FIREWALL | DNS OK
F2 | F2-WIFI | HEARTBEAT OK
F4 | F4-PC-03 | LOGIN FAIL user=staff
F3 | F3-PC-04 | DNS OK
F4 | F4-PC-06 | HEARTBEAT OK
F4 | F4-FILE-01 | LINK ACTIVE -> F2-PC-02
F3 | F3-PC-07 | PACKETS TX 460
F2 | F2-PC-10 | SYNC OK
F2 | F2-PC-08 | FILE READ
F5 | F5-FILE | AUTH OK user=admin
F5 | F5-CORE-SW | PACKETS TX 516
F2 | F2-PC-03 | LOGIN OK user=guest
F2 | F2-PC-03 | DEVICE IDLE
F1 | F1-CAM-02 | AUTH FAIL user=dev
F4 | F4-FILE-02 | LOGIN FAIL user=dev
F5 | F5-FINANCE | FLOW NORMAL -> F1-BADGE
F2 | F2-PC-07 | DEVICE IDLE
F2 | F2-BADGE | FLOW NORMAL -> F1-CAM-02
F2 | F2-PC-06 | FLOW NORMAL -> F4-PC-01
F2 | F2-PC-07 | SYNC OK
F3 | F3-PC-03 | FLOW NORMAL -> F4-SW-02
F1 | F1-KIOSK | ACCESS OK
F2 | F2-WIFI | LOGIN FAIL user=dev
F3 | F3-SWITCH | SESSION ACTIVE
F2 | F2-PC-04 | PACKETS TX 552
F4 | F4-PC-03 | PACKETS TX 834
F2 | F2-PC-06 | AUTH OK user=reception
F3 | F3-PC-01 | LOGIN OK user=guest
F3 | F3-PC-10 | SESSION ACTIVE
F1 | F1-RECEPTION-02 | LOGIN OK user=admin
F4 | F4-CLOUD-01 | PACKETS RX 716
F2 | F2-PC-05 | PACKETS RX 191
F3 | F3-FILE-02 | LOGIN OK user=staff
F4 | F4-DEV-02 | SESSION ACTIVE
F4 | F4-PC-05 | FLOW NORMAL -> F4-BADGE
F2 | F2-PC-01 | SYNC OK
F1 | F1-WIFI | SESSION ACTIVE
F3 | F3-FILE-02 | LOGIN FAIL user=reception
F3 | F3-PC-04 | FILE WRITE
F4 | F4-CLOUD-02 | LOGIN FAIL user=staff
F3 | F3-PC-07 | PACKETS RX 199
F3 | F3-FILE-03 | DNS OK
F3 | F3-SWITCH | PACKETS RX 641
F4 | F4-CLOUD-02 | LOGIN FAIL user=staff
F4 | F4-PC-04 | DEVICE IDLE
F5 | F5-BADGE | AUTH FAIL user=admin
F4 | F4-DEV-01 | PACKETS RX 232
F5 | F5-AUDIT | LINK ACTIVE -> F2-PRINTER-01
F1 | F1-CAM-03 | SYNC OK
F3 | F3-PC-08 | HEARTBEAT OK
F3 | F3-FILE-01 | FLOW NORMAL -> F3-FILE-01
F5 | F5-BADGE | FILE WRITE
F1 | F1-CAM-03 | HEARTBEAT OK
F1 | F1-CAM-03 | PACKETS RX 13
F1 | F1-WIFI | FILE WRITE
F4 | F4-PC-01 | LOGIN FAIL user=staff
F5 | F5-FINANCE | FILE WRITE
F2 | F2-PC-07 | PACKETS RX 175
F4 | F4-DEV-01 | FILE READ
F2 | F2-PC-08 | FLOW NORMAL -> F4-PC-02
F3 | F3-PC-07 | FLOW NORMAL -> F1-CAM-01
F3 | F3-PC-02 | FILE WRITE
F3 | F3-PC-03 | LINK ACTIVE -> F2-PC-01
F3 | F3-PC-08 | LINK ACTIVE -> F2-PC-03
F3 | F3-PRINTER-02 | FLOW NORMAL -> F4-CLOUD-02
F3 | F3-PC-04 | AUTH FAIL user=guest
F4 | F4-CLOUD-01 | SESSION ACTIVE
F2 | F2-PRINTER-04 | FILE READ
F3 | F3-FILE-03 | AUTH OK user=admin
F5 | F5-FILE | PACKETS TX 435
F1 | F1-RECEPTION-01 | HEARTBEAT OK
F1 | F1-WIFI | ACCESS OK
F2 | F2-PC-07 | SYNC OK
F3 | F3-PC-01 | PACKETS TX 629
F5 | F5-DOMAIN | ACCESS OK
F4 | F4-SW-02 | PACKETS RX 171
F2 | F2-PRINTER-01 | SYNC OK
F3 | F3-PRINTER-01 | FILE WRITE
F4 | F4-DEV-03 | LOGIN FAIL user=reception
F2 | F2-PC-01 | DEVICE IDLE
F3 | F3-PC-05 | HEARTBEAT OK
F2 | F2-PRINTER-02 | SESSION ACTIVE
F4 | F4-FILE-02 | SESSION ACTIVE
F3 | F3-FILE-02 | LOGIN OK user=staff
F4 | F4-DEV-01 | PACKETS TX 14
F1 | F1-CAM-02 | DNS OK
F2 | F2-PC-09 | HEARTBEAT OK
F1 | F1-CAM-01 | LINK ACTIVE -> F4-FILE-02
F3 | F3-FILE-02 | LOGIN OK user=reception
F1 | F1-WIFI | PACKETS RX 312
F2 | F2-PC-09 | LOGIN OK user=dev
F5 | F5-FILE | SYNC OK
F3 | F3-PRINTER-01 | PACKETS TX 270
F1 | F1-CAM-03 | PACKETS RX 184
F3 | F3-PC-05 | AUTH FAIL user=reception
F5 | F5-HR | FLOW NORMAL -> F1-CAM-04
F4 | F4-FILE-02 | LOGIN OK user=admin
F3 | F3-PC-08 | SYNC OK
F2 | F2-WIFI | PACKETS RX 240
F4 | F4-DEV-01 | HEARTBEAT OK
F3 | F3-PC-09 | PACKETS TX 878
F3 | F3-PC-01 | SESSION ACTIVE
F4 | F4-BADGE | SESSION ACTIVE
F5 | F5-BACKUP | LOGIN FAIL user=dev
F3 | F3-PC-02 | PACKETS TX 471
F2 | F2-WIFI | SYNC OK
F5 | F5-BACKUP | AUTH FAIL user=staff
F3 | F3-PC-05 | HEARTBEAT OK
F5 | F5-FINANCE | SYNC OK
F3 | F3-PC-09 | PACKETS TX 258
F3 | F3-BADGE | LINK ACTIVE -> F2-PRINTER-04
F3 | F3-PC-03 | FILE WRITE
F3 | F3-FILE-03 | AUTH FAIL user=staff
F2 | F2-PC-10 | PACKETS RX 780
F5 | F5-BADGE | ACCESS OK
F1 | F1-RECEPTION-02 | DEVICE IDLE
F2 | F2-SWITCH | LOGIN OK user=staff
F1 | F1-CAM-04 | SYNC OK
F3 | F3-PC-03 | DEVICE IDLE
F1 | F1-CAM-02 | PACKETS TX 78
F4 | F4-DEV-01 | LINK ACTIVE -> F2-PC-07
F3 | F3-PC-05 | FLOW NORMAL -> F3-PRINTER-01
F2 | F2-PC-03 | HEARTBEAT OK
F5 | F5-FILE | AUTH OK user=admin
F4 | F4-PC-01 | PACKETS TX 551
F5 | F5-HR | LINK ACTIVE -> F3-PC-08
F1 | F1-CAM-03 | ACCESS OK
F2 | F2-PC-10 | FLOW NORMAL -> F3-FILE-02
F3 | F3-SWITCH | FILE READ
F3 | F3-FILE-03 | AUTH OK user=guest
F2 | F2-PRINTER-01 | DEVICE IDLE
F4 | F4-PC-03 | AUTH OK user=staff
F3 | F3-PRINTER-01 | SYNC OK
F5 | F5-BACKUP | LINK ACTIVE -> F5-FILE
F5 | F5-AUDIT | AUTH OK user=dev
F2 | F2-PC-02 | SYNC OK
F4 | F4-BADGE | HEARTBEAT OK
F4 | F4-BADGE | SYNC OK
F3 | F3-FILE-03 | ACCESS OK
F1 | F1-WIFI | LOGIN FAIL user=guest
F3 | F3-PRINTER-02 | LOGIN FAIL user=admin
F4 | F4-PC-01 | LOGIN FAIL user=guest
F4 | F4-PC-06 | FILE WRITE
F3 | F3-PC-03 | SESSION ACTIVE
F5 | F5-BACKUP | FLOW NORMAL -> F3-PC-09
F4 | F4-DEV-02 | SYNC OK
F1 | F1-RECEPTION-02 | FILE WRITE
F2 | F2-PC-06 | FILE WRITE
F2 | F2-PC-08 | AUTH OK user=dev
F4 | F4-PC-02 | FILE WRITE
F3 | F3-PC-04 | PACKETS TX 138
F1 | F1-RECEPTION-01 | HEARTBEAT OK
F4 | F4-CLOUD-01 | FILE WRITE
F2 | F2-BADGE | PACKETS TX 46
F3 | F3-FILE-01 | FLOW NORMAL -> F1-CAM-04
F3 | F3-CLOUD | FILE READ
F5 | F5-APP | DEVICE IDLE
F4 | F4-DEV-03 | LOGIN OK user=reception
F2 | F2-BADGE | PACKETS RX 198
F3 | F3-PC-01 | FILE WRITE
F1 | F1-BADGE | LINK ACTIVE -> F1-CAM-01
F2 | F2-PC-04 | LINK ACTIVE -> F2-PC-01
F3 | F3-PC-10 | FILE WRITE
F2 | F2-PC-03 | LINK ACTIVE -> F3-PC-01
F2 | F2-PC-10 | LOGIN FAIL user=dev
F5 | F5-DOMAIN | AUTH FAIL user=dev
F3 | F3-BADGE | LINK ACTIVE -> F3-PC-09
F4 | F4-PC-06 | AUTH FAIL user=reception
F3 | F3-PC-05 | AUTH FAIL user=reception
F5 | F5-BACKUP | LOGIN FAIL user=dev
F4 | F4-PC-01 | AUTH OK user=dev
F4 | F4-PC-01 | FILE WRITE
F1 | F1-CAM-02 | DEVICE IDLE
F1 | F1-CAM-01 | FILE READ
F3 | F3-PRINTER-02 | FILE READ
F5 | F5-CORE-SW | SESSION ACTIVE
F4 | F4-PC-04 | LOGIN FAIL user=staff
F5 | F5-DOMAIN | LINK ACTIVE -> F1-RECEPTION-01
F5 | F5-FINANCE | FLOW NORMAL -> F5-FILE
F2 | F2-PRINTER-01 | HEARTBEAT OK
F2 | F2-PC-05 | PACKETS RX 462
F2 | F2-PC-10 | DNS OK
F4 | F4-CLOUD-01 | DNS OK
F4 | F4-PC-01 | FILE WRITE
F3 | F3-PC-10 | HEARTBEAT OK
F4 | F4-CLOUD-02 | SYNC OK
F1 | F1-BADGE | SYNC OK
F1 | F1-CAM-03 | FILE READ
F4 | F4-SW-01 | DEVICE IDLE
F2 | F2-PC-04 | ACCESS OK
F4 | F4-BADGE | PACKETS RX 626
F3 | F3-BADGE | FILE WRITE
F4 | F4-CLOUD-02 | AUTH OK user=admin
F4 | F4-PC-05 | LOGIN FAIL user=admin
F1 | F1-CAM-01 | FILE WRITE
F4 | F4-PC-04 | FILE WRITE
F4 | F4-SW-02 | DEVICE IDLE
